RegionID,Station Number,Station Name,Station Type,Street Address,Phone Number,Fax Number,E-Mail,Lat,Lon
6,34,Bilinga Fire Station,Permanent,240 Coolangatta Rd Bilinga 4225,07 5569 3034,07 5569 3030,enquiry@bilinga.qfes.gov.au,-28.16039553,153.5101268
6,35,Beenleigh Fire Station,Permanent,Brigade Dr Beenleigh 4207,07 3884 8290,07 3884 8299,enquiry@beenleigh.qfes.gov.au,-27.70333087,153.2019086
6,36,Helensvale Fire Station,Permanent,1 Discovery Dr Helensvale 4212,07 5529 4215,07 5529 4216,enquiry@helensvale.qfes.gov.au,-27.92139146,153.3372937
6,37,Hollywell Fire Station,Permanent,318 Bayview St Hollywell 4215,07 5564 1307,07 5577 5368,enquiry@hollywell.qfes.gov.au,-27.89535851,153.3987472
6,38,Woodridge Fire Station,Permanent,95 Kingston Rd Woodridge 4114,07 3441 8101,07 3441 8103,enquiry@woodridge.qfes.gov.au,-27.6268239,153.11694
6,39,Nerang Fire Station,Permanent,139 Beaudesert-Nerang Rd Nerang 4211,07 5558 1818,07 5558 1819,enquiry@nerang.qfes.gov.au,-27.99304401,153.3251715
6,40,Robina Fire Station,Permanent,54 Investigator Dr Robina 4226,07 5583 1991,07 5583 1990,enquiry@robina.qfes.gov.au,-28.07564372,153.3775191
6,41,Loganlea Fire Station,Permanent,739 Kingston Rd Waterford West 4131,07 3884 2550,07 3884 2559,enquiry@loganlea.qfes.gov.au,-27.68248468,153.1214609
6,42,West Logan Fire Station,Permanent,2 Orr Crt Hillcrest 4118,07 3884 7660,07 3884 7669,enquiry@westlogan.qfes.gov.au,-27.67815994,153.030174
6,43,Bundamba Fire Station,Permanent,61 Brisbane Rd Bundamba 4304,07 3280 1117,07 3280 1119,enquiry@bundamba.qfes.gov.au,-27.60744032,152.8144793
6,44,Karana Downs Fire Station,Permanent,2 College Rd Karana Downs 4306,07 3026 4051,07 3026 4053,enquiry@karanadowns.qfes.gov.au,-27.55227013,152.8069198
6,46,Camira Fire Station,Permanent,170 Old Logan Road And Alice Street Camira 4300,07 3437 3200,07 3288 4753,enquiry@camira.qfes.gov.au,-27.61999816,152.9156608
6,48,Ripley Fire Station,Permanent,338-396 Ripley Rd Ripley 4306,07 3294 4999,07 3294 4995,enquiry@ripley.qfes.gov.au,-27.65929346,152.779816
6,49,Brassall Fire Station,Permanent,Diamentina Boulevard Brassall 4305,07 3201 6360,07 3201 6364,enquiry@brassall.qfes.gov.au,-27.5851,152.7247
6,59,Jimboomba Fire Station,Auxiliary,22-24 Johanna St Jimboomba 4285,07 3884 8200,,enquiry@jimboomba.qfes.gov.au,-27.82908431,153.0250499
6,64,Mount Tamborine Fire Station,Auxiliary,126 Main Western Rd Tamborine Mountain 4272,07 5541 4576,,enquiry@mounttamborine.qfes.gov.au,-27.93639522,153.1804291
6,65,Canungra Fire Station,Auxiliary,Finch Rd Canungra 4275,07 5541 4576,,enquiry@canungra.qfes.gov.au,-28.01722872,153.1658348
6,66,Beaudesert Fire Station,Permanent/Auxiliary,39 Brisbane St Beaudesert 4285,07 5541 1933,07 5541 1365,enquiry@beaudesert.qfes.gov.au,-27.98996102,152.9965841
6,67,Kooralbyn Fire Station,Auxiliary,Salisbury Kooralbyn 4285,07 5541 4576,,enquiry@kooralbyn.qfes.gov.au,-28.08572305,152.8420551
6,68,Rathdowney Fire Station,Auxiliary,Running Creek Rd Rathdowney 4287,07 5541 4576,,enquiry@rathdowney.qfes.gov.au,-28.21080313,152.8652336
6,69,Boonah Fire Station,Auxiliary,6 Farley St Boonah 4310,07 5541 4576,,enquiry@boonah.qfes.gov.au,-27.99640322,152.6811617
6,70,Kalbar Fire Station,Auxiliary,66 George St Kalbar 4309,07 5541 4576,,enquiry@kalbar.qfes.gov.au,-27.94077016,152.6238328
6,71,Harrisville Fire Station,Auxiliary,50 Queen St Harrisville 4307,07 5541 4576,,enquiry@harrisville.qfes.gov.au,-27.81100102,152.6681633
6,72,Marburg Fire Station,Auxiliary,75 Edmond St Marburg 4346,07 5468 3301,,enquiry@marburg.qfes.gov.au,-27.56570545,152.5956852
6,73,Rosewood Fire Station,Auxiliary,70 John St Rosewood 4340,07 5468 3301,,enquiry@rosewood.qfes.gov.au,-27.63782754,152.5912767
6,74,Lowood Fire Station,Auxiliary,52 Main St Lowood 4311,07 5468 3301,,enquiry@lowood.qfes.gov.au,-27.46065612,152.5813801
6,75,Laidley Fire Station,Auxiliary,56 William St Laidley 4341,07 5468 3301,,enquiry@laidley.qfes.gov.au,-27.63176221,152.3975483
6,76,Forest Hill Fire Station,Auxiliary,4 William St Forest Hill 4342,07 5468 3301,,enquiry@foresthill.qfes.gov.au,-27.58876863,152.3563461
6,77,Gatton Fire Station,Permanent/Auxilary,58 North St Gatton 4343,07 5468 3300,,enquiry@gatton.qfes.gov.au,-27.55769224,152.2786296
6,78,Helidon Fire Station,Auxiliary,13 Railway St Helidon 4344,07 5468 3301,,enquiry@helidon.qfes.gov.au,-27.55068461,152.1232258
6,79,Esk Fire Station,Auxiliary,12 Heap St Esk 4312,07 5468 3301,,enquiry@esk.qfes.gov.au,-27.24070394,152.4204097
7,80,Toogoolawah Fire Station,Auxiliary,20 Cressbrook St Toogoolawah 4314,07 5468 3301,,enquiry@toogoolawah.qfes.gov.au,-27.08672664,152.3778664
7,11,Toowoomba Fire Station,Permanent,11 Kitchener St Toowoomba 4350,07 4698 5830,074698 5837,enquiry@toowoomba.qfes.gov.au,-27.56438827,151.9598973
7,12,Anzac Avenue Fire Station,Permanent/Auxiliary,201 Anzac Av Toowoomba 4350,07 4698 5000,07 4633 3436,enquiry@anzacavenue.qfes.gov.au,-27.57181009,151.9240748
7,13,Pittsworth Fire Station,Auxiliary,5 Krinke St Pittsworth 4356,07 4616 1900,,enquiry@pittsworth.qfes.gov.au,-27.71414379,151.6272387
7,14,Oakey Fire Station,Auxiliary,5 Desmond St Oakey 4401,07 4616 1900,,enquiry@oakey.qfes.gov.au,-27.43348112,151.7222976
7,15,Goombungee Fire Station,Auxiliary,4 Anvil Court Goombungee 4354,07 4616 1900,,enquiry@goombungee.qfes.gov.au,-27.31502554,151.8487233
7,16,Crows Nest Fire Station,Auxiliary,28 Creek St Crows Nest 4355,07 4616 1900,,enquiry@crowsnest.qfes.gov.au,-27.26239546,152.056564
7,17,Highfields Fire Station,Auxiliary,49 O'Brien Road Highfields 4352,07 4616 1900,,enquiry@highfields.qfes.gov.au,-27.45100951,151.9473409
7,21,Warwick Fire Station,Permanent/Auxiliary,23 Canning St Warwick 4370,07 4667 5167,07 4667 5160,enquiry@warwick.qfes.gov.au,-28.21577058,152.0369984
7,22,Clifton Fire Station,Auxiliary,King St Clifton 4361,07 4667 5166,,enquiry@clifton.qfes.gov.au,-27.92608216,151.9061752
7,23,Allora Fire Station,Auxiliary,3 Muir St Allora 4362,07 4667 5166,,enquiry@allora.qfes.gov.au,-28.03477015,151.984646
7,24,Killarney Fire Station,Auxiliary,29 Ivy St Killarney 4373,07 4667 5166,,enquiry@killarney.qfes.gov.au,-28.33291514,152.2970398
7,25,Stanthorpe Fire Station,Auxiliary,54 Lock St Stanthorpe 4380,07 4667 5166,,enquiry@stanthorpe.qfes.gov.au,-28.65418338,151.9346513
7,26,Wallangarra Fire Station,Auxiliary,53 Margetts St Wallangarra 4383,07 4667 5166,,enquiry@wallangarra.qfes.gov.au,-28.92035935,151.9308721
7,27,Inglewood Fire Station,Auxiliary,32 Albert St Inglewood 4387,07 4667 5166,,enquiry@inglewood.qfes.gov.au,-28.41377859,151.0826182
7,31,Cecil Plains Fire Station,Auxiliary,69 Taylor St Cecil Plains 4407,07 4596 9400,07 4662 0555,enquiry@cecilplains.qfes.gov.au,-27.53176159,151.1901852
7,32,Dalby Fire Station,Auxiliary,21 New St Dalby 4405,07 4596 9400,,enquiry@dalby.qfes.gov.au,-27.17964326,151.2667424
7,33,Tara Fire Station,Auxiliary,21 Fry St Tara 4421,07 4596 9400,,enquiry@tara.qfes.gov.au,-27.27825861,150.4598608
7,34,Jandowae Fire Station,Auxiliary,55 High St Jandowae 4410,07 4596 9400,,enquiry@jandowae.qfes.gov.au,-26.78174784,151.1106218
7,35,Chinchilla Fire Station,Auxiliary,20 Villiers St Chinchilla 4413,07 4596 9400,,enquiry@chinchilla.qfes.gov.au,-26.74329066,150.6288598
7,36,Miles Fire Station,Auxiliary,46 Marian St Miles 4415,07 4596 9400,,enquiry@miles.qfes.gov.au,-26.65873857,150.1874205
7,37,Meandarra Fire Station,Auxiliary,Lot 2 Olser St Meandarra 4422,07 4596 9400,,enquiry@meandarra.qfes.gov.au,-27.32315486,149.8806522
7,41,Goondiwindi Fire Station,Auxiliary,170 Marshall St Goondiwindi 4390,07 4671 8112,,enquiry@goondiwindi.qfes.gov.au,-28.54746218,150.3125492
7,42,Yelarbon Fire Station,Auxiliary,32 Taloom St Yelarbon 4388,07 4671 8112,,enquiry@yelarbon.qfes.gov.au,,
7,43,Texas Fire Station,Auxiliary,16 St John St Texas 4385,07 4671 8112,,enquiry@texas.qfes.gov.au,-28.85254725,151.1675517
7,44,Millmerran Fire Station,Auxiliary,2 Attleigh St Millmerran 4357,07 4671 8112,,enquiry@millmerran.qfes.gov.au,-27.87373503,151.2685377
7,45,Dirranbandi Fire Station,Auxiliary,4 Cowildi St Dirranbandi 4486,07 4671 8112,,enquiry@dirranbandi.qfes.gov.au,-28.58263378,148.2233675
7,46,St George Fire Station,Auxiliary,37-39 Henry St St George 4487,07 4671 8112,,enquiry@stgeorge.qfes.gov.au,-28.03692277,148.5826095
7,47,Bollon Fire Station,Auxiliary,56-58 Main St Bollon 4488,07 4671 8112,,enquiry@bollon.qfes.gov.au,-28.03171392,147.4765607
7,51,Roma Fire Station,Permanent/Auxiliary,41 Mcdowall St Roma 4455,07 4578 0005,,enquiry@roma.qfes.gov.au,-26.57180256,148.7925683
7,52,Injune Fire Station,Auxiliary,58 Ronald St Injune 4454,07 4578 0005,,enquiry@injune.qfes.gov.au,-25.84537641,148.5629661
7,53,Surat Fire Station,Auxiliary,45 Cordelia St Surat 4417,07 4578 0005,,enquiry@surat.qfes.gov.au,-27.15657365,149.0675795
7,55,Wandoan Fire Station,Auxiliary,51 North St Wandoan 4419,07 4578 0005,,enquiry@wandoan.qfes.gov.au,-26.11821204,149.9609315
7,56,Taroom Fire Station,Auxiliary,12 Kinnoul St Taroom 4420,07 4578 0005,,enquiry@taroom.qfes.gov.au,-25.63998879,149.7962965
7,61,Charleville Fire Station,Auxiliary,96 Galatea St Charleville 4470,07 4656 5802,,enquiry@charleville.qfes.gov.au,-26.40199266,146.2415862
7,62,Quilpie Fire Station,Auxiliary,61 Pegler St Quilpie 4480,07 4656 5802,,enquiry@quilpie.qfes.gov.au,-26.61940688,144.2670899
7,63,Augathella Fire Station,Auxiliary,65 Cavanagh St Augathella 4477,07 4656 5802,,enquiry@augathella.qfes.gov.au,-25.79595441,146.5856871
7,64,Mitchell Fire Station,Auxiliary,66 Mary St Mitchell 4465,07 4656 5802,,enquiry@mitchell.qfes.gov.au,-26.48617891,147.9775117
